age,workclass,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,wage
69,3,9,2,2,0,1,0,0,16,37,0
28,1,10,4,3,3,0,0,0,40,37,0
57,3,5,2,6,0,1,0,0,40,31,0
61,1,13,2,9,0,1,0,0,42,37,0
44,3,6,2,6,0,1,4386,0,60,37,0
32,3,7,2,0,0,1,0,0,45,37,0
39,3,14,2,9,0,1,0,1848,50,37,1
23,3,13,4,3,4,1,0,0,40,37,0
27,3,13,2,12,0,1,0,0,40,17,1
60,3,11,0,7,1,1,0,0,20,37,0
55,3,4,2,2,0,1,0,0,60,37,0
27,3,6,4,11,2,1,0,1980,40,37,0
30,1,13,2,9,0,1,0,0,40,37,0
19,3,10,4,11,3,1,0,0,60,37,0
51,3,16,0,2,1,0,4787,0,60,37,1
48,3,13,2,0,0,1,7688,0,40,37,1
60,0,10,2,12,0,1,0,0,40,37,0
40,3,13,2,11,0,1,0,0,50,37,1
31,3,10,4,0,1,1,0,0,40,37,0
25,3,9,4,2,1,1,0,0,40,37,0
61,5,9,2,7,0,1,0,0,12,37,0
45,3,9,4,6,1,1,0,0,40,37,0
39,3,13,0,0,1,0,0,0,24,28,0
53,3,10,2,2,0,1,0,0,40,12,0
57,5,15,2,11,5,0,15024,0,35,37,1
35,3,9,0,3,1,1,0,0,60,37,0
31,3,4,4,6,1,0,0,0,40,24,0
37,3,11,2,12,5,0,0,0,24,37,1
44,3,10,0,3,4,0,0,0,42,37,0
50,1,10,2,2,0,1,4064,0,55,37,0
22,3,10,4,0,3,1,0,0,30,5,0
49,5,7,2,3,0,1,0,0,65,37,0
35,0,9,0,9,4,0,0,0,40,37,0
26,3,13,4,3,1,0,0,0,45,37,0
17,3,8,4,0,3,0,0,0,40,37,0
30,3,9,4,11,2,1,0,0,40,37,0
33,3,13,2,3,0,1,0,0,50,37,1
36,3,9,2,2,0,1,5013,0,40,20,0
52,3,9,0,11,1,0,0,0,40,37,0
20,3,5,2,6,0,1,0,0,40,37,0
22,3,6,4,13,3,1,0,0,30,37,0
63,3,10,2,9,0,1,0,0,16,37,0
32,3,8,2,11,0,1,0,0,40,37,1
34,1,10,2,7,5,0,0,0,40,37,0
43,3,9,2,2,0,1,0,0,40,37,1
23,3,9,4,2,3,1,0,0,37,24,0
51,3,13,2,4,0,1,0,0,40,1,0
46,3,14,2,9,0,1,0,0,35,37,0
44,3,10,2,0,5,0,0,0,30,24,1
25,3,13,6,3,1,0,0,0,40,37,0
64,6,4,2,7,5,0,0,0,40,37,0
46,3,9,4,7,4,0,0,0,24,37,0
25,3,7,3,5,1,1,0,0,40,24,0
17,3,3,4,7,2,1,0,0,48,24,0
49,3,10,0,5,4,0,0,0,40,37,0
52,3,13,5,0,4,0,0,1092,40,37,0
45,3,9,0,7,1,0,0,0,35,37,0
41,3,8,2,5,0,1,0,0,40,37,1
22,3,4,4,2,4,0,0,0,40,24,0
79,5,11,2,11,0,1,0,0,20,37,1
24,3,9,4,11,1,1,0,0,30,37,0
20,3,10,4,2,3,1,0,0,40,37,0
37,3,9,4,2,1,1,0,0,40,37,0
49,3,13,0,3,4,0,0,0,40,37,0
31,3,12,0,0,4,0,0,0,35,29,0
45,3,9,2,13,0,1,0,0,24,37,0
22,3,12,4,5,3,1,0,0,40,37,0
37,3,9,2,13,0,1,0,0,40,37,0
37,3,7,4,5,1,1,0,0,40,37,0
54,0,13,0,3,4,0,0,0,40,37,0
64,1,9,0,13,4,1,0,0,20,37,0
19,3,9,4,7,3,0,0,0,28,37,0
21,3,9,4,11,3,0,0,0,30,37,0
26,3,10,4,5,2,1,0,0,40,37,0
48,5,15,2,2,0,1,0,0,60,37,0
28,3,9,4,6,4,0,0,0,40,37,0
68,3,10,2,0,0,1,0,0,40,37,0
55,3,9,0,3,1,1,0,0,60,37,1
20,6,9,4,7,2,1,0,0,40,37,0
28,5,9,4,2,1,1,0,0,55,37,0
28,3,9,2,3,0,1,0,0,45,37,1
59,0,12,2,0,0,1,0,0,40,37,0
47,3,13,4,0,3,1,0,0,40,37,0
17,3,6,4,7,3,1,0,0,8,37,0
32,3,9,5,0,4,0,0,0,40,37,0
23,3,12,4,9,3,1,0,0,40,37,0
40,3,11,2,2,0,1,0,0,40,37,0
46,3,13,4,7,1,1,0,0,40,37,0
20,3,10,4,0,3,1,0,0,15,37,0
32,3,12,4,0,4,1,0,0,20,37,0
26,3,10,3,2,2,0,0,0,35,5,0
90,3,9,2,3,0,1,0,0,40,37,1
67,3,10,6,9,1,0,0,0,16,37,0
30,3,9,2,3,0,1,0,0,40,37,1
37,1,10,2,7,0,1,0,0,32,37,0
60,3,10,2,2,0,1,0,0,40,37,0
43,3,13,4,3,1,0,0,0,50,37,1
31,3,9,4,4,1,1,2907,0,99,37,0
38,5,16,2,9,0,1,0,0,50,37,1
29,3,13,4,5,1,1,0,0,40,37,0
20,3,10,4,13,3,0,0,0,17,37,0
63,3,9,2,13,5,0,0,0,20,37,0
22,3,10,2,3,5,0,0,0,40,37,0
30,3,10,4,11,1,0,0,0,60,37,0
37,3,9,5,9,4,0,0,0,40,37,0
30,3,10,4,5,1,1,0,0,40,37,0
42,5,13,0,3,1,1,0,0,30,18,0
66,3,10,2,3,0,1,0,0,40,37,1
40,0,9,2,3,0,1,0,0,40,37,1
21,3,10,4,7,3,1,0,0,40,37,0
26,3,3,4,0,3,0,0,0,40,24,0
29,3,12,2,11,0,1,0,0,50,37,1
36,3,10,0,0,4,0,0,0,40,37,0
18,3,8,4,7,3,0,0,0,20,37,0
17,3,7,4,11,3,0,0,0,15,37,0
34,3,9,2,2,2,1,0,0,40,37,0
44,3,10,0,0,4,0,0,0,40,37,0
34,3,15,2,3,0,1,2829,0,50,37,0
23,3,10,2,7,0,1,0,0,40,37,0
57,0,10,2,3,0,1,0,0,40,37,1
46,3,10,0,11,4,0,0,0,40,4,0
38,6,16,2,9,0,1,0,0,55,37,1
53,0,9,2,13,0,1,0,1740,50,37,0
22,3,9,4,2,3,1,0,0,40,37,0
21,3,11,4,7,3,0,0,0,40,37,0
41,3,10,2,2,0,1,0,0,40,37,0
53,3,9,0,6,3,1,0,0,40,37,0
22,3,9,4,0,1,0,0,0,40,37,0
78,3,4,4,6,1,0,0,0,35,5,0
26,3,9,4,13,1,1,0,0,40,37,0
47,3,6,6,6,1,1,0,0,40,37,0
35,5,9,0,4,1,1,0,0,80,31,0
35,3,9,2,2,0,1,0,0,40,24,0
62,5,10,6,4,4,0,0,0,50,37,0
61,4,10,2,11,0,1,7688,0,36,37,1
55,3,10,2,3,0,1,0,0,70,37,1
45,3,8,4,7,3,1,0,0,10,24,0
23,3,13,4,3,1,1,0,0,40,37,0
19,3,7,4,5,1,1,0,0,40,37,0
44,3,15,4,9,1,0,0,0,40,37,1
38,3,10,2,2,0,1,0,0,40,37,0
22,3,10,4,0,3,1,0,0,12,37,0
31,3,11,2,11,0,1,0,0,50,37,0
19,3,10,4,7,3,1,0,0,24,1,0
26,3,10,2,11,0,1,0,0,50,37,1
47,6,10,2,0,5,0,0,0,30,37,0
37,3,13,0,3,1,1,0,0,40,37,0
47,0,9,2,9,5,0,0,0,40,37,0
39,3,14,2,9,0,1,0,0,40,28,1
41,3,13,4,5,1,1,0,0,40,37,0
39,3,13,4,0,3,0,0,0,40,37,0
54,3,10,2,2,0,1,0,0,40,37,1
71,3,10,2,0,0,1,6514,0,40,37,1
63,3,9,2,13,0,1,0,0,20,37,0
54,3,10,0,2,1,1,0,0,40,37,0
48,5,13,2,3,0,1,99999,0,50,37,1
42,3,10,2,6,0,1,0,0,60,37,0
24,3,10,4,11,1,1,0,0,40,37,0
23,0,13,4,9,1,0,0,0,15,37,0
25,3,13,4,3,3,1,0,0,35,37,0
28,3,9,2,6,0,1,2580,0,40,37,0
59,3,8,0,13,2,1,0,0,35,37,0
20,3,5,4,0,4,0,114,0,20,37,0
29,1,9,4,10,1,0,0,0,40,37,0
55,3,3,0,7,4,1,0,0,25,37,0
61,3,4,2,6,0,1,0,0,40,20,0
20,3,10,4,11,3,0,0,0,28,37,0
33,1,9,0,13,1,0,0,0,35,37,0
38,3,12,4,9,4,0,0,0,36,37,0
23,3,13,4,12,3,1,0,0,40,37,0
55,3,9,2,9,0,1,0,0,40,37,1
43,3,13,5,9,4,0,0,0,40,37,0
20,3,9,4,6,4,0,0,0,45,37,0
56,6,13,2,3,0,1,0,0,40,37,0
20,3,10,4,11,1,1,0,0,25,37,0
58,4,10,2,3,0,1,7298,0,60,37,1
50,4,13,2,0,0,1,0,0,40,37,0
48,3,10,4,3,1,0,0,0,40,19,1
71,3,9,2,9,0,1,0,2489,15,37,0
21,3,9,4,9,3,0,0,0,30,37,0
32,3,10,2,12,0,1,0,0,45,37,0
48,3,15,0,9,4,0,0,0,25,37,0
58,3,9,2,2,0,1,0,1902,40,37,0
26,3,13,2,9,0,1,0,0,50,37,0
33,3,9,4,4,1,1,0,0,40,37,0
44,4,13,2,3,0,1,0,0,60,37,1
21,3,10,4,7,1,0,0,0,30,37,0
21,5,8,2,0,5,0,4508,0,30,30,0
51,3,2,5,6,4,0,0,0,40,24,0
26,3,13,4,11,1,0,0,0,48,37,0
23,3,13,4,12,3,0,0,0,40,37,0
24,3,9,4,5,2,1,0,0,40,37,0
54,3,9,2,2,0,1,0,0,40,37,0
31,3,9,0,7,1,0,0,0,25,37,0
20,3,9,4,11,1,0,0,0,35,37,0
41,5,9,2,7,0,1,0,0,60,37,0
42,3,14,2,11,0,1,0,0,50,37,1
17,5,7,4,4,3,1,0,0,20,37,0
35,5,12,2,2,0,1,0,0,40,37,0
17,3,6,4,11,3,1,0,0,20,37,0
26,6,13,4,3,1,0,0,0,35,37,0
47,3,9,5,9,2,0,14084,0,38,37,1
36,3,8,4,2,1,1,0,0,35,37,0
41,3,14,2,9,0,1,0,0,45,37,1
30,3,11,3,0,1,0,0,0,40,37,0
18,3,9,4,11,3,0,0,0,60,37,0
30,3,10,2,2,1,1,0,0,40,24,0
53,6,16,2,9,0,1,0,0,50,37,1
54,3,10,4,12,1,1,0,0,40,37,0
51,1,9,2,13,0,1,0,0,40,37,0
23,3,12,4,9,3,1,0,0,40,37,0
33,1,10,2,10,0,1,0,0,45,37,0
38,3,10,2,2,0,1,0,0,52,37,1
72,5,10,2,11,0,1,0,0,40,37,0
22,3,9,2,13,2,1,0,0,80,37,0
40,3,4,2,2,0,1,0,0,40,7,0
56,3,9,2,11,5,0,0,0,4,37,0
20,3,7,4,5,2,1,0,0,40,37,0
23,6,12,4,0,1,0,0,0,25,37,0
28,3,5,4,5,3,0,0,0,24,37,0
38,3,9,5,11,1,1,0,0,60,37,0
41,3,10,5,11,1,1,0,0,80,37,1
26,3,13,4,11,3,1,0,0,18,37,0
35,3,6,2,13,0,1,0,0,70,37,0
31,3,4,0,5,2,1,0,0,70,37,0
41,3,9,0,8,2,0,0,0,40,37,0
39,5,10,4,2,1,1,0,0,25,37,0
47,3,9,2,11,1,0,0,0,35,37,0
33,3,9,4,13,2,1,0,0,40,37,0
71,3,9,0,7,1,0,0,0,16,37,0
47,3,9,2,2,0,1,5178,0,30,1,1
45,1,14,0,9,1,0,0,0,35,37,0
67,5,12,2,3,5,0,20051,0,4,37,1
23,3,9,4,0,3,1,0,0,40,37,0
21,3,9,4,0,4,1,0,0,40,37,0
30,3,9,4,3,3,0,0,0,35,21,0
40,6,9,0,7,1,0,0,0,48,37,0
26,3,7,0,0,3,0,0,0,40,37,0
21,3,9,4,2,3,1,594,0,40,37,0
48,3,13,2,3,0,1,0,0,40,37,1
45,4,13,2,3,5,0,0,0,70,37,0
18,3,9,4,13,3,1,0,0,30,37,0
37,3,9,0,11,1,0,0,0,60,37,0
42,5,14,2,3,0,1,0,0,50,37,1
40,3,10,2,2,0,1,0,1887,68,37,1
26,3,9,4,5,1,1,0,0,20,24,0
35,3,9,2,7,5,0,0,0,40,37,1
35,3,10,4,11,1,0,0,0,40,37,0
56,3,9,0,9,1,0,4101,0,40,37,0
37,3,9,4,3,1,0,0,0,50,37,0
30,5,10,0,7,4,0,0,0,30,37,0
40,3,13,2,11,0,1,0,1977,60,37,1
37,3,10,2,0,0,1,0,0,50,37,0
46,3,13,0,9,4,0,0,0,40,37,0
23,3,10,4,11,3,0,0,0,15,37,0
22,3,10,4,11,3,1,0,0,34,37,0
21,3,10,4,11,3,0,0,0,40,37,0
63,3,9,2,0,0,1,0,1485,40,37,1
40,3,15,2,9,0,1,0,0,40,37,1
40,3,9,2,0,0,1,2829,0,40,37,0
38,3,13,0,11,1,1,0,0,48,37,1
40,3,6,2,3,0,1,0,0,40,37,1
20,3,9,4,7,3,0,0,0,25,37,0
17,3,7,4,7,3,0,0,0,25,37,0
45,3,10,2,3,0,1,0,0,40,37,1
38,3,13,2,9,5,0,7688,0,50,37,1
24,3,10,4,4,1,1,0,0,20,37,0
22,1,3,4,5,2,1,0,0,40,12,1
47,5,9,2,11,0,1,0,0,75,37,1
36,3,12,4,11,1,1,10520,0,43,37,1
41,5,14,0,5,4,1,0,0,40,27,0
58,3,9,0,3,4,0,0,0,40,37,0
20,3,8,4,4,3,1,0,0,40,37,0
32,3,10,4,0,1,0,0,0,60,37,0
58,3,10,2,11,0,1,0,0,40,37,1
49,3,9,5,9,4,0,0,0,40,37,0
36,3,9,5,7,4,0,0,0,35,37,0
48,3,9,2,2,0,1,0,0,40,37,0
42,3,10,4,12,1,0,0,0,40,37,1
39,5,14,4,9,1,1,0,0,40,37,0
30,3,7,2,2,0,1,0,0,45,37,0
69,1,6,2,3,0,1,0,0,20,37,0
51,3,9,2,7,0,1,7298,0,40,7,1
68,3,9,2,4,0,1,0,0,25,37,0
70,3,13,6,9,4,0,0,0,20,31,0
63,1,14,2,9,0,1,0,0,48,37,0
68,3,16,2,11,0,1,0,0,70,37,0
54,4,9,2,3,0,1,0,0,98,37,1
31,3,9,2,7,0,1,0,0,52,24,0
42,3,10,4,12,1,1,0,0,33,37,0
43,3,11,4,0,3,0,0,0,55,37,0
22,3,6,4,2,2,1,0,0,30,37,0
40,3,9,3,0,3,0,0,0,38,37,0
19,3,9,4,7,3,1,0,0,20,37,0
21,3,10,2,6,0,1,0,0,20,37,0
59,3,9,5,7,1,0,0,0,40,37,0
46,3,12,2,6,0,1,0,0,40,37,1
67,3,4,2,2,0,1,2414,0,40,37,0
47,3,13,2,3,0,1,0,0,40,37,1
50,3,13,0,0,1,0,0,0,8,37,0
32,3,12,2,2,0,1,0,0,40,37,0
48,3,10,0,3,1,0,0,0,40,37,0
37,3,7,2,2,0,1,0,0,50,37,0
30,3,7,4,6,4,1,0,0,40,37,0
45,4,14,0,11,4,0,25236,0,42,37,1
36,3,11,0,11,4,0,0,0,40,37,0
53,4,14,2,11,0,1,0,0,65,37,1
34,3,9,4,0,3,1,0,0,50,37,0
44,0,11,2,10,0,1,7298,0,48,37,1
36,3,9,0,11,1,0,0,0,40,37,0
56,5,13,4,3,1,0,0,0,60,37,0
22,3,9,4,0,3,0,0,0,40,37,0
39,5,9,2,2,0,1,0,0,40,37,1
44,3,4,2,13,0,1,0,0,80,37,1
52,3,8,5,6,2,0,0,0,40,4,0
29,0,10,2,0,0,1,0,0,40,37,1
45,3,13,2,3,0,1,0,0,50,37,1
50,3,3,2,13,0,1,0,0,37,24,0
40,1,13,0,12,1,0,8614,0,40,8,1
31,6,10,4,7,1,1,0,0,40,37,0
29,0,13,4,9,1,0,0,0,40,37,0
21,3,10,4,5,3,1,0,0,40,37,0
32,3,16,4,9,1,1,0,0,40,37,1
33,3,9,4,13,1,1,0,0,40,37,0
31,3,9,4,11,3,0,0,0,40,37,0
39,6,9,4,7,4,0,0,0,40,37,0
45,3,14,2,7,0,1,0,0,40,37,0
20,3,9,4,0,4,0,0,0,40,10,0
54,3,9,4,7,1,1,0,0,15,37,0
48,3,11,2,7,0,1,0,0,56,28,1
27,3,12,4,3,1,1,3325,0,40,37,0
22,3,9,2,2,0,1,0,0,40,37,0
43,3,9,2,6,0,1,4386,0,40,37,1
60,3,9,2,11,0,1,7298,0,65,37,1
55,6,11,6,9,4,0,6849,0,40,37,0
19,3,10,4,0,3,0,594,0,20,37,0
20,3,10,4,6,3,1,0,0,40,37,0
55,3,13,2,11,0,1,0,0,40,37,0
37,3,9,5,3,3,1,0,0,40,37,0
20,3,9,4,6,1,1,0,0,40,37,0
41,3,10,0,12,1,1,0,0,50,37,0
61,3,13,2,11,0,1,0,0,50,37,1
39,3,13,2,11,0,1,3464,0,40,37,0
38,5,10,2,13,0,1,0,0,40,37,0
64,6,16,2,9,0,1,0,0,50,3,1
48,3,12,2,9,0,1,0,0,50,37,1
54,0,8,2,0,0,1,0,0,40,37,0
45,3,9,0,0,1,0,0,0,28,37,0
40,3,3,2,7,0,1,4064,0,40,24,0
19,3,10,4,12,1,0,0,0,25,37,0
53,3,13,2,6,5,0,0,0,40,2,0
34,3,9,2,13,0,1,0,0,40,37,0
38,3,9,2,6,0,1,0,0,40,4,1
50,3,9,2,11,0,1,0,0,55,37,1
35,3,11,4,2,3,1,0,0,40,37,0
27,3,11,4,5,3,0,0,0,38,37,0
29,5,13,5,9,3,1,0,0,40,37,0
57,3,10,2,11,0,1,0,0,50,37,0
60,3,10,0,2,3,1,0,0,44,37,1
51,4,9,4,3,1,1,10520,0,40,37,1
44,5,10,2,2,0,1,0,1887,55,37,1
53,0,10,2,10,0,1,0,0,60,37,1
51,3,13,2,3,0,1,5178,0,60,37,1
45,3,13,2,3,0,1,0,0,40,8,1
39,3,10,2,2,0,1,0,0,40,37,0
53,3,10,2,2,0,1,0,0,40,37,1
20,3,8,4,2,1,1,0,1602,40,37,0
59,3,10,2,3,0,1,0,0,60,37,1
20,3,9,4,7,4,0,0,0,25,37,0
50,6,9,0,0,3,0,0,0,40,37,0
43,3,13,0,9,4,0,0,0,24,26,0
46,3,10,4,0,1,0,0,0,40,37,0
45,3,9,0,0,1,0,0,0,40,37,0
32,3,13,4,0,1,1,0,0,40,37,0
58,1,9,2,4,0,1,0,0,40,37,0
32,1,13,4,9,1,1,0,0,50,37,0
47,3,9,0,0,1,0,0,0,40,37,0
34,3,10,2,3,5,0,0,1485,40,37,1
19,5,10,4,2,1,0,0,0,15,37,0
59,1,14,2,9,0,1,0,0,40,37,1
39,3,14,4,3,1,1,0,0,50,37,1
19,3,10,4,0,3,0,0,0,40,37,0
34,3,11,3,0,4,0,0,974,40,37,0
65,3,10,6,9,1,0,1848,0,20,16,0
50,3,14,2,3,0,1,15024,0,50,37,1
50,3,4,2,7,5,0,0,0,35,37,0
29,3,13,2,9,0,1,5013,0,40,10,0
47,3,9,2,3,5,0,0,0,30,37,1
50,6,9,2,9,0,1,0,0,52,37,0
17,1,7,4,11,3,1,0,0,20,37,0
39,3,13,3,2,1,1,0,1564,50,37,1
36,3,9,2,3,5,0,0,0,40,37,0
38,3,12,4,2,1,1,0,0,40,37,0
55,5,15,0,9,1,0,0,0,35,37,0
37,0,13,0,3,2,0,0,0,50,37,0
28,3,10,4,10,3,1,0,0,40,14,0
42,3,9,0,9,1,0,0,0,45,37,0
25,3,9,2,2,0,1,0,0,48,37,0
36,3,13,2,9,0,1,0,0,40,37,1
39,3,9,0,0,1,0,0,0,40,37,0
21,3,9,4,9,1,0,0,0,40,37,0
33,3,13,2,3,0,1,0,0,50,37,0
73,3,6,4,0,1,1,0,0,4,37,0
41,3,9,0,0,1,0,0,625,40,37,0
20,3,9,4,11,1,0,0,0,35,37,0
23,3,13,4,5,2,0,0,0,40,4,0
52,4,10,2,11,0,1,15024,0,50,37,1
22,3,9,4,0,3,0,0,0,40,24,0
18,3,9,4,11,3,0,0,1602,20,37,0
64,3,9,0,0,4,0,0,0,38,37,0
45,4,9,2,3,0,1,0,0,48,37,1
31,3,10,4,0,1,1,0,0,40,37,0
31,3,9,5,2,4,0,0,0,40,24,0
22,5,9,2,2,0,1,0,0,60,37,0
47,3,2,3,4,1,1,0,0,12,24,0
42,5,15,2,9,0,1,0,1887,40,37,1
33,5,10,2,2,0,1,0,0,60,37,0
29,5,10,4,3,3,1,0,0,45,33,0
26,3,9,2,0,5,0,0,0,40,37,1
20,3,9,2,11,3,1,0,0,32,37,0
52,3,11,2,2,0,1,0,1902,40,37,1
36,3,12,0,3,1,1,0,0,48,37,0
23,3,9,4,6,3,0,0,0,40,37,0
39,3,10,0,13,1,1,0,0,65,37,0
33,3,13,2,11,0,1,0,0,60,37,1
27,3,6,2,3,5,0,0,0,40,24,0
30,3,13,4,0,1,0,0,0,40,37,0
65,3,7,2,5,0,1,0,0,20,37,0
34,3,13,2,3,0,1,0,0,40,37,1
27,3,13,4,9,1,1,0,0,45,37,0
31,3,5,0,13,1,1,0,0,40,37,0
28,3,13,2,3,0,1,5178,0,50,37,1
18,3,8,4,11,3,0,0,0,20,37,0
26,3,9,0,4,1,1,0,0,40,28,0
52,0,10,2,3,5,0,0,0,40,37,1
33,3,9,4,7,1,1,0,0,32,37,0
31,3,9,2,11,0,1,2829,0,40,37,0
43,3,13,0,9,1,0,14344,0,40,37,1
25,3,10,4,0,4,1,0,0,40,37,0
49,3,14,2,9,0,1,0,0,50,37,1
62,1,13,2,0,5,0,0,1258,38,37,0
33,3,12,2,11,0,1,0,0,40,22,1
32,1,14,2,9,0,1,0,0,50,37,0
40,3,10,4,5,1,1,0,0,48,37,0
56,3,9,2,13,0,1,0,0,50,37,0
47,1,9,2,3,0,1,0,0,40,37,1
18,3,10,4,7,3,1,0,0,30,37,0
40,3,9,2,11,0,1,0,0,52,37,1
56,5,10,0,11,4,0,0,0,48,37,0
31,3,9,2,9,0,1,0,0,50,37,0
20,3,6,4,5,3,1,0,0,40,37,0
28,3,9,2,6,5,0,0,0,40,37,0
19,3,10,4,0,3,1,0,0,40,37,0
57,1,13,6,9,1,0,0,0,35,37,0
32,4,9,2,3,0,1,0,0,40,37,1
39,3,13,2,9,0,1,0,0,40,37,1
73,5,9,2,4,0,1,0,2457,40,38,0
37,1,9,2,7,5,0,0,0,25,37,0
61,3,9,2,2,0,1,0,0,37,37,0
35,3,14,2,9,0,1,0,1977,45,37,1
62,3,15,2,9,0,1,0,0,30,37,1
38,1,13,2,9,5,0,0,1887,40,37,1
33,3,10,2,13,0,1,0,0,50,37,1
29,3,9,3,7,1,0,0,0,20,9,0
17,3,7,4,5,3,0,0,0,16,37,0
17,3,8,4,7,3,0,0,0,8,37,0
31,3,12,0,11,4,0,0,880,45,37,0
36,5,12,0,11,4,0,0,0,35,37,0
60,3,9,2,6,0,1,0,0,40,37,0
31,3,9,2,5,0,1,0,0,40,37,0
71,3,15,2,9,0,1,0,0,16,37,0
61,3,4,0,7,1,1,0,0,35,37,0
35,3,13,2,2,0,1,0,0,40,28,1
28,3,13,2,3,0,1,0,0,60,37,0
26,3,13,4,3,1,0,0,0,40,37,0
33,3,9,0,0,3,0,0,0,65,37,0
24,6,9,2,12,0,1,0,0,40,37,0
73,5,13,2,4,0,1,0,0,30,37,0
64,0,12,2,3,0,1,9386,0,45,37,1
52,5,9,4,9,1,1,0,0,50,37,0
31,5,13,2,3,5,0,0,1902,40,37,1
39,5,7,2,13,0,1,0,0,40,37,0
21,3,9,2,5,0,1,0,0,32,37,0
29,3,9,5,7,4,0,0,0,30,37,0
20,3,6,5,11,1,0,0,0,36,37,0
35,3,10,2,11,0,1,5013,0,70,37,0
36,6,13,2,0,5,0,0,0,20,37,1
51,3,11,6,9,4,0,0,0,40,37,0
55,3,10,4,0,1,1,0,0,45,37,0
31,3,9,0,2,4,1,0,0,55,37,0
34,3,10,0,7,4,0,0,0,40,37,0
34,3,13,3,0,1,0,0,0,45,37,0
33,5,10,2,2,0,1,0,0,50,37,1
36,3,13,0,12,1,0,0,0,40,37,0
25,3,9,4,11,4,0,0,0,40,37,0
42,6,14,2,0,0,1,0,0,40,37,1
26,3,9,4,0,1,1,0,0,40,37,0
40,4,13,2,9,0,1,0,0,60,37,0
30,3,10,0,9,4,0,0,0,40,37,0
37,3,13,5,7,1,1,0,0,70,8,0
23,0,10,4,2,4,1,0,0,40,37,0
29,3,13,2,10,0,1,0,0,40,37,1
60,3,4,5,8,4,0,0,0,15,37,0
33,3,5,4,7,1,1,0,0,45,7,0
48,5,10,2,9,0,1,5013,0,45,37,0
59,3,14,6,3,1,0,0,0,40,37,1
43,3,12,4,0,1,0,0,0,38,37,0
22,3,7,2,6,0,1,0,0,70,37,1
34,3,10,2,2,0,1,0,0,40,37,0
53,3,2,0,7,4,0,0,0,40,5,0
23,1,13,4,9,3,1,0,0,24,37,0
32,3,12,2,9,0,1,0,0,45,37,1
37,3,9,2,13,0,1,0,0,40,37,1
32,3,14,4,3,1,0,0,0,45,37,1
23,3,9,5,3,4,0,0,0,42,37,0
50,5,12,4,11,1,0,0,1408,5,37,0
49,3,9,0,7,4,0,0,0,35,37,0
38,3,9,4,11,3,0,0,0,40,37,0
28,5,9,4,2,3,1,0,0,40,37,0
43,3,9,0,0,2,0,0,0,40,37,0
65,3,7,2,7,0,1,0,0,20,37,0
34,3,10,2,2,0,1,0,0,50,37,0
32,3,4,0,7,4,0,0,0,40,37,0
43,3,9,2,0,0,1,0,0,40,37,0
37,4,10,2,3,0,1,3103,0,50,37,1
40,3,9,2,11,0,1,0,0,60,37,1
34,5,13,0,9,4,0,0,0,50,37,0
34,5,9,2,3,0,1,0,0,60,37,0
22,3,9,2,2,0,1,0,0,30,37,0
20,3,10,4,2,3,0,0,0,25,37,0
21,3,10,4,5,3,1,0,0,40,37,0
59,3,9,0,7,1,0,0,0,40,37,0
45,3,13,2,0,0,1,0,0,45,37,1
47,3,10,2,3,0,1,0,0,40,37,0
33,3,9,4,2,1,1,0,0,50,37,0
35,6,10,0,3,1,0,0,0,40,37,0
42,3,7,2,7,5,0,0,0,40,37,0
21,3,10,4,0,3,0,0,0,20,37,0
55,1,9,0,0,1,0,0,0,40,37,0
59,3,7,2,6,0,1,0,0,40,37,0
38,3,10,0,3,4,0,0,0,40,37,0
43,3,10,5,9,4,0,0,0,40,37,0
20,3,12,4,7,3,0,0,2205,18,37,0
23,3,9,4,3,1,0,0,0,32,37,0
29,3,11,0,7,4,0,0,0,45,3,0
21,3,9,4,2,3,1,0,0,40,37,0
47,3,9,0,13,1,1,0,1590,40,37,0
30,3,13,4,9,3,0,0,0,40,37,0
48,3,13,2,12,5,0,99999,0,40,37,1
40,3,9,2,6,0,1,0,0,40,37,1
42,3,10,2,7,5,0,0,0,23,37,0
23,3,10,4,0,1,1,0,0,45,37,0
26,3,10,2,0,0,1,0,2051,40,37,0
28,1,9,2,10,0,1,0,0,40,37,0
25,1,13,4,9,3,1,0,0,40,37,0
44,5,10,0,4,4,1,0,0,40,37,0
28,3,13,2,0,0,1,0,0,40,37,0
41,3,12,0,9,1,1,0,0,80,37,0
33,3,10,5,3,4,0,0,0,40,37,0
52,5,10,2,11,0,1,0,0,55,37,1
23,3,10,4,7,3,1,0,0,20,37,0
17,3,7,4,0,3,0,0,0,12,37,0
26,1,13,4,9,1,0,4865,0,35,37,0
49,6,13,2,3,0,1,0,0,45,37,1
35,3,15,2,9,0,1,0,0,80,37,1
24,3,10,2,2,0,1,0,0,35,37,0
49,3,14,0,3,1,0,0,0,75,37,0
26,5,13,0,3,1,1,0,1876,38,37,0
34,3,10,0,0,1,0,0,0,50,37,0
28,3,3,4,6,1,0,0,0,40,24,0
38,3,9,0,7,4,0,0,0,32,37,0
26,3,10,4,5,3,1,0,0,12,37,0
23,3,13,4,3,1,1,0,0,40,37,0
49,3,9,2,2,0,1,0,0,40,37,1
43,3,13,2,3,0,1,3103,0,40,37,1
76,3,13,2,3,0,1,0,0,40,37,0
30,3,13,2,0,0,1,0,1902,40,37,1
21,3,10,4,7,3,0,0,0,40,37,0
